time,X_value,Y_value,Z_value
19.537,-0.53269,-0.28846,9.78792
19.578,-0.53176,-0.28870,9.78797
19.618,-0.53123,-0.28836,9.78800
19.658,-0.53070,-0.28872,9.78802
19.697,-0.53059,-0.28866,9.78803
19.738,-0.53125,-0.28886,9.78799
19.778,-0.53146,-0.28904,9.78797
19.818,-0.53171,-0.28810,9.78799
19.858,-0.53193,-0.28726,9.78800
19.898,-0.53140,-0.28771,9.78801
19.939,-0.53087,-0.28717,9.78806
19.978,-0.53040,-0.28706,9.78809
20.018,-0.52988,-0.28663,9.78813
20.060,-0.52943,-0.28625,9.78816
20.099,-0.52840,-0.28602,9.78823
20.139,-0.52897,-0.28596,9.78820
20.179,-0.52911,-0.28627,9.78818
20.219,-0.52908,-0.28646,9.78818
20.259,-0.52943,-0.28697,9.78814
20.299,-0.52984,-0.28595,9.78815
20.339,-0.53022,-0.28605,9.78813
20.379,-0.53056,-0.28614,9.78811
20.419,-0.53009,-0.28639,9.78813
20.459,-0.53004,-0.28661,9.78812
20.499,-0.53083,-0.28671,9.78807
20.539,-0.53163,-0.28670,9.78803
20.579,-0.53271,-0.28668,9.78797
20.619,-0.53300,-0.28674,9.78796
20.659,-0.53328,-0.28677,9.78794
20.699,-0.53459,-0.28612,9.78789
20.741,-0.53448,-0.28618,9.78789
20.780,-0.53439,-0.28624,9.78789
20.820,-0.53476,-0.28559,9.78789
20.860,-0.53509,-0.28465,9.78790
20.899,-0.53484,-0.28473,9.78791
20.939,-0.53519,-0.28433,9.78791
20.980,-0.53552,-0.28357,9.78791
21.020,-0.53612,-0.28340,9.78788
21.060,-0.53665,-0.28325,9.78786
21.100,-0.53551,-0.28240,9.78794
21.140,-0.53484,-0.28152,9.78801
21.180,-0.53424,-0.28111,9.78805
21.220,-0.53349,-0.28168,9.78808
21.261,-0.53283,-0.28181,9.78811
21.301,-0.53202,-0.28251,9.78813
21.341,-0.53297,-0.28314,9.78806
21.381,-0.53380,-0.28333,9.78801
21.420,-0.53270,-0.28328,9.78807
21.460,-0.53172,-0.28359,9.78812
21.501,-0.53242,-0.28323,9.78809
21.540,-0.53359,-0.28303,9.78803
21.581,-0.53462,-0.28286,9.78798
21.621,-0.53435,-0.28329,9.78798
21.661,-0.53447,-0.28368,9.78796
21.701,-0.53496,-0.28450,9.78791
21.741,-0.53472,-0.28385,9.78795
21.781,-0.53451,-0.28362,9.78796
21.821,-0.53414,-0.28367,9.78798
21.862,-0.53417,-0.28336,9.78799
21.902,-0.53379,-0.28366,9.78800
21.942,-0.53387,-0.28377,9.78800
21.981,-0.53392,-0.28351,9.78800
22.022,-0.53418,-0.28398,9.78797
22.061,-0.53477,-0.28402,9.78794
22.102,-0.53425,-0.28362,9.78798
22.142,-0.53351,-0.28410,9.78801
22.182,-0.53320,-0.28455,9.78801
22.221,-0.53362,-0.28421,9.78800
22.262,-0.53400,-0.28389,9.78798
22.302,-0.53371,-0.28392,9.78800
22.342,-0.53306,-0.28398,9.78803
22.382,-0.53323,-0.28456,9.78801
22.422,-0.53372,-0.28414,9.78799
22.463,-0.53380,-0.28412,9.78799
22.503,-0.53382,-0.28403,9.78799
22.543,-0.53384,-0.28394,9.78799
22.582,-0.53441,-0.28379,9.78796
22.623,-0.53438,-0.28344,9.78798
22.663,-0.53399,-0.28313,9.78801
22.703,-0.53371,-0.28271,9.78803
22.743,-0.53347,-0.28272,9.78805
22.783,-0.53426,-0.28243,9.78801
22.823,-0.53415,-0.28293,9.78800
22.863,-0.53442,-0.28338,9.78798
22.903,-0.53430,-0.28344,9.78798
22.943,-0.53457,-0.28349,9.78796
22.984,-0.53525,-0.28407,9.78791
23.023,-0.53452,-0.28383,9.78796
23.064,-0.53350,-0.28324,9.78803
23.104,-0.53306,-0.28240,9.78808
23.144,-0.53268,-0.28162,9.78812
23.184,-0.53253,-0.28130,9.78814
23.224,-0.53325,-0.28153,9.78809
23.265,-0.53390,-0.28174,9.78805
23.304,-0.53416,-0.28236,9.78802
23.345,-0.53439,-0.28290,9.78799
23.385,-0.53457,-0.28419,9.78794
23.424,-0.53458,-0.28332,9.78797
23.465,-0.53458,-0.28255,9.78799
23.504,-0.53503,-0.28315,9.78795
23.545,-0.53505,-0.28371,9.78793
23.584,-0.53443,-0.28338,9.78798
23.625,-0.53427,-0.28390,9.78797
23.665,-0.53412,-0.28437,9.78796
23.705,-0.53451,-0.28505,9.78792
23.745,-0.53485,-0.28567,9.78789
23.785,-0.53540,-0.28517,9.78787
23.825,-0.53612,-0.28446,9.78785
23.866,-0.53676,-0.28383,9.78784
23.905,-0.53720,-0.28360,9.78782
23.945,-0.53760,-0.28376,9.78779
23.986,-0.53751,-0.28416,9.78778
24.025,-0.53736,-0.28389,9.78780
24.065,-0.53686,-0.28365,9.78783
24.106,-0.53552,-0.28332,9.78792
24.146,-0.53469,-0.28302,9.78797
24.186,-0.53448,-0.28349,9.78797
24.227,-0.53536,-0.28420,9.78790
24.266,-0.53613,-0.28484,9.78784
24.306,-0.53642,-0.28487,9.78782
24.346,-0.53667,-0.28490,9.78781
24.386,-0.53581,-0.28560,9.78784
24.426,-0.53558,-0.28624,9.78783
24.466,-0.53536,-0.28681,9.78782
24.506,-0.53505,-0.28637,9.78786
24.546,-0.53477,-0.28598,9.78788
24.586,-0.53491,-0.28595,9.78787
24.628,-0.53549,-0.28579,9.78785
24.666,-0.53600,-0.28564,9.78782
24.707,-0.53571,-0.28536,9.78785
24.747,-0.53545,-0.28549,9.78786
24.786,-0.53552,-0.28493,9.78787
24.827,-0.53500,-0.28541,9.78789
24.867,-0.53491,-0.28581,9.78788
24.907,-0.53465,-0.28590,9.78789
24.947,-0.53441,-0.28636,9.78789
24.988,-0.53369,-0.28675,9.78792
25.028,-0.53342,-0.28746,9.78791
25.067,-0.53393,-0.28689,9.78790
25.107,-0.53397,-0.28649,9.78791
